Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1983,NBA,9,197,Bernard Hill,Oklahoma Panhandle State University,,,,,,,,,,,,,,,,
1983,NBA,10,219,Aaron Haskins,Washington State,,,,,,,,,,,,,,,,
1982,NBA,1,5,LaSalle Thompson,Texas,985,21238,7806,6689,1139,.492,.154,.737,21.6,7.9,6.8,1.2,35.0,.079,-1.5,2.7
1982,NBA,1,17,Brook Steppe,Georgia Tech,238,2858,1297,345,280,.469,.310,.820,12.0,5.4,1.4,1.2,4.6,.078,-1.8,0.2
1982,NBA,3,51,Jim Johnstone (↳ATL ↳SAS),Wake Forest,23,191,31,46,11,.367,,.450,8.3,1.3,2.0,0.5,-0.1,-0.020,-4.4,-0.2
1982,NBA,4,74,Mike Sanders,UCLA,648,12391,5162,1927,880,.482,.221,.769,19.1,8.0,3.0,1.4,17.9,.069,-2.3,-0.9
1982,NBA,5,97,Kenny Simpson,Grambling State University,,,,,,,,,,,,,,,,
1982,NBA,6,120,Poncho Wright,Louisville,,,,,,,,,,,,,,,,
1982,NBA,7,143,Perry Range,Illinois,,,,,,,,,,,,,,,,
1982,NBA,8,166,Ed Nealy,Kansas State,540,6792,1451,1799,392,.498,.292,.684,12.6,2.7,3.3,0.7,15.2,.107,-0.7,2.2
1982,NBA,9,189,Jack Moore,Nebraska,,,,,,,,,,,,,,,,
1982,NBA,10,210,Robert Estes,Iowa State,,,,,,,,,,,,,,,,
1981,NBA,1,7,Steve Johnson,Oregon State,626,13618,7345,3450,777,.572,.000,.634,21.8,11.7,5.5,1.2,26.9,.095,-1.7,1.1
1981,NBA,1,17,Kevin Loder,Alabama State University,148,2094,875,338,174,.461,.261,.695,14.1,5.9,2.3,1.2,2.4,.055,-1.7,0.2
1981,NBA,2,29,Eddie Johnson,Illinois,1199,32604,19202,4832,2550,.472,.335,.840,27.2,16.0,4.0,2.1,65.6,.097,-0.7,11.0
1981,NBA,3,58,Curtis Berry,Missouri,,,,,,,,,,,,,,,,
1981,NBA,4,78,Kenny Dennard,Duke,95,1244,268,286,93,.429,.300,.644,13.1,2.8,3.0,1.0,1.4,.056,-1.5,0.2
1981,NBA,4,82,B.B. Davis,Lamar,,,,,,,,,,,,,,,,
